EmployeeID,EmployeeCount,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBand,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
716,1,50,45-53,No,"Travel Rarely",1207,"Research & Development",28,1,Medical,4,Male,74,4,1,"Laboratory Technician",3,Married,3221,1k-5k,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
717,1,34,27-35,No,"Travel Rarely",1442,"Research & Development",9,3,Medical,4,Female,46,2,3,"Healthcare Representative",2,Single,8621,5k-10k,17654,1,No,14,3,2,0,9,3,4,8,7,7,7
720,1,24,18-26,Yes,"Travel Rarely",693,Sales,3,2,"Life Sciences",1,Female,65,3,2,"Sales Executive",3,Single,4577,1k-5k,24785,9,No,14,3,1,0,4,3,3,2,2,2,0
721,1,39,36-44,No,"Travel Rarely",408,"Research & Development",2,4,"Technical Degree",4,Female,80,2,2,"Healthcare Representative",3,Single,4553,1k-5k,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
722,1,32,27-35,No,"Travel Rarely",929,Sales,10,3,Marketing,4,Male,55,3,2,"Sales Executive",4,Single,5396,5k-10k,21703,1,No,12,3,4,0,10,2,2,10,7,0,8
723,1,50,45-53,Yes,"Travel Frequently",562,Sales,8,2,"Technical Degree",2,Male,50,3,2,"Sales Executive",3,Married,6796,5k-10k,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3
724,1,38,36-44,No,"Travel Rarely",827,"Research & Development",1,4,"Life Sciences",2,Female,33,4,2,"Healthcare Representative",4,Single,7625,5k-10k,19383,0,No,13,3,3,0,10,4,2,9,7,1,8
725,1,27,27-35,No,"Travel Rarely",608,"Research & Development",1,2,"Life Sciences",3,Female,68,3,3,"Manufacturing Director",1,Married,7412,5k-10k,6009,1,No,11,3,4,0,9,3,3,9,7,0,7
727,1,32,27-35,No,"Travel Rarely",1018,"Research & Development",3,2,"Life Sciences",3,Female,39,3,3,"Research Director",4,Single,11159,10k-15k,19373,3,No,15,3,4,0,10,6,3,7,7,7,7
728,1,47,45-53,No,"Travel Rarely",703,Sales,14,4,Marketing,4,Male,42,3,2,"Sales Executive",1,Single,4960,1k-5k,11825,2,No,12,3,4,0,20,2,3,7,7,1,7
729,1,40,36-44,No,"Travel Frequently",580,Sales,5,4,"Life Sciences",4,Male,48,2,3,"Sales Executive",1,Married,10475,10k-15k,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
730,1,53,45-53,No,"Travel Rarely",970,"Research & Development",7,3,"Life Sciences",3,Male,59,4,4,"Research Director",3,Married,14814,10k-15k,13514,3,No,19,3,3,0,32,3,3,5,1,1,3
731,1,41,36-44,No,"Travel Rarely",427,"Human Resources",10,4,"Human Resources",2,Male,73,2,5,Manager,4,Divorced,19141,15k-20k,8861,3,No,15,3,2,3,23,2,2,21,6,12,6
732,1,60,54-60,No,"Travel Rarely",1179,Sales,16,4,Marketing,1,Male,84,3,2,"Sales Executive",1,Single,5405,5k-10k,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
733,1,27,27-35,No,"Travel Frequently",294,"Research & Development",10,2,"Life Sciences",4,Male,32,3,3,"Manufacturing Director",1,Divorced,8793,5k-10k,4809,1,No,21,4,3,2,9,4,2,9,7,1,7
734,1,41,36-44,No,"Travel Rarely",314,"Human Resources",1,3,"Human Resources",4,Male,59,2,5,Manager,3,Married,19189,15k-20k,19562,1,No,12,3,2,1,22,3,3,22,7,2,10
738,1,50,45-53,No,"Travel Rarely",316,Sales,8,4,Marketing,4,Male,54,3,1,"Sales Representative",2,Married,3875,1k-5k,9983,7,No,15,3,4,1,4,2,3,2,2,2,2
741,1,28,27-35,Yes,"Travel Rarely",654,"Research & Development",1,2,"Life Sciences",1,Female,67,1,1,"Research Scientist",2,Single,2216,1k-5k,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
742,1,36,36-44,No,Non-Travel,427,"Research & Development",8,3,"Life Sciences",1,Female,63,4,3,"Research Director",1,Married,11713,10k-15k,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
743,1,38,36-44,No,"Travel Rarely",168,"Research & Development",1,3,"Life Sciences",3,Female,81,3,3,"Manufacturing Director",3,Single,7861,5k-10k,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0
744,1,44,36-44,No,Non-Travel,381,"Research & Development",24,3,Medical,1,Male,49,1,1,"Laboratory Technician",3,Single,3708,1k-5k,2104,2,No,14,3,3,0,9,5,3,5,2,1,4
746,1,47,45-53,No,"Travel Frequently",217,Sales,3,3,Medical,4,Female,49,3,4,"Sales Executive",3,Divorced,13770,10k-15k,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13
747,1,30,27-35,No,"Travel Rarely",501,Sales,27,5,Marketing,3,Male,99,3,2,"Sales Executive",4,Divorced,5304,5k-10k,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
749,1,29,27-35,No,"Travel Rarely",1396,Sales,10,3,"Life Sciences",3,Male,99,3,1,"Sales Representative",3,Single,2642,1k-5k,2755,1,No,11,3,3,0,1,6,3,1,0,0,0
752,1,42,36-44,Yes,"Travel Frequently",933,"Research & Development",19,3,Medical,3,Male,57,4,1,"Research Scientist",3,Divorced,2759,1k-5k,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
754,1,43,36-44,No,"Travel Frequently",775,Sales,15,3,"Life Sciences",4,Male,47,2,2,"Sales Executive",4,Married,6804,5k-10k,23683,3,No,18,3,3,1,7,5,3,2,2,2,2
757,1,34,27-35,No,"Travel Rarely",970,"Research & Development",8,2,Medical,2,Female,96,3,2,"Healthcare Representative",3,Single,6142,5k-10k,7360,3,No,11,3,4,0,10,2,3,5,1,4,3
758,1,23,18-26,No,"Travel Rarely",650,"Research & Development",9,1,Medical,2,Male,37,3,1,"Laboratory Technician",1,Married,2500,1k-5k,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
760,1,39,36-44,No,"Travel Rarely",141,"Human Resources",3,3,"Human Resources",3,Female,44,4,2,"Human Resources",2,Married,6389,5k-10k,18767,9,No,15,3,3,1,12,3,1,8,3,3,6
762,1,56,54-60,No,"Travel Rarely",832,"Research & Development",9,3,Medical,3,Male,81,3,4,"Healthcare Representative",4,Married,11103,10k-15k,20420,7,No,11,3,3,0,30,1,2,10,7,1,1
763,1,40,36-44,No,"Travel Rarely",804,"Research & Development",2,1,Medical,4,Female,86,2,1,"Research Scientist",4,Single,2342,1k-5k,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3
764,1,27,27-35,No,"Travel Rarely",975,"Research & Development",7,3,Medical,4,Female,55,2,2,"Healthcare Representative",1,Single,6811,5k-10k,23398,8,No,19,3,1,0,9,2,1,7,6,0,7
766,1,29,27-35,No,"Travel Rarely",1090,Sales,10,3,Marketing,4,Male,83,3,1,"Sales Representative",2,Divorced,2297,1k-5k,17967,1,No,14,3,4,2,2,2,3,2,2,2,2
769,1,53,45-53,No,"Travel Rarely",346,"Research & Development",6,3,"Life Sciences",4,Male,86,3,2,"Laboratory Technician",4,Single,2450,1k-5k,10919,2,No,17,3,4,0,19,4,3,2,2,2,2
771,1,35,27-35,No,Non-Travel,1225,"Research & Development",2,4,"Life Sciences",4,Female,61,3,2,"Healthcare Representative",1,Divorced,5093,5k-10k,4761,2,No,11,3,1,1,16,2,4,1,0,0,0
772,1,32,27-35,No,"Travel Frequently",430,"Research & Development",24,4,"Life Sciences",1,Male,80,3,2,"Laboratory Technician",4,Married,5309,5k-10k,21146,1,No,15,3,4,2,10,2,3,10,8,4,7
773,1,38,36-44,No,"Travel Rarely",268,"Research & Development",2,5,Medical,4,Male,92,3,1,"Research Scientist",3,Married,3057,1k-5k,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1
775,1,34,27-35,No,"Travel Rarely",167,"Research & Development",8,5,"Life Sciences",2,Female,32,3,2,"Manufacturing Director",1,Divorced,5121,5k-10k,4187,3,No,14,3,3,1,7,3,3,0,0,0,0
776,1,52,45-53,No,"Travel Rarely",621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,15k-20k,10084,1,No,11,3,1,0,34,3,4,34,6,1,16
780,1,33,27-35,Yes,"Travel Rarely",527,"Research & Development",1,4,Other,4,Male,63,3,1,"Research Scientist",4,Single,2686,1k-5k,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8
781,1,25,18-26,No,"Travel Rarely",883,Sales,26,1,Medical,3,Female,32,3,2,"Sales Executive",4,Single,6180,5k-10k,22807,1,No,23,4,2,0,6,5,2,6,5,1,4
783,1,45,45-53,No,"Travel Rarely",954,Sales,2,2,"Technical Degree",2,Male,46,1,2,"Sales Representative",3,Single,6632,5k-10k,12388,0,No,13,3,1,0,9,3,3,8,7,3,1
784,1,23,18-26,No,"Travel Rarely",310,"Research & Development",10,1,Medical,1,Male,79,4,1,"Research Scientist",3,Single,3505,1k-5k,19630,1,No,18,3,4,0,2,3,3,2,2,0,2
785,1,47,45-53,Yes,"Travel Frequently",719,Sales,27,2,"Life Sciences",2,Female,77,4,2,"Sales Executive",3,Single,6397,5k-10k,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3
786,1,34,27-35,No,"Travel Rarely",304,Sales,2,3,Other,4,Male,60,3,2,"Sales Executive",4,Single,6274,5k-10k,18686,1,No,22,4,3,0,6,5,3,6,5,1,4
787,1,55,54-60,Yes,"Travel Rarely",725,"Research & Development",2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,15k-20k,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
789,1,36,36-44,No,Non-Travel,1434,Sales,8,4,"Life Sciences",1,Male,76,2,3,"Sales Executive",1,Single,7587,5k-10k,14229,1,No,15,3,2,0,10,1,3,10,7,0,9
791,1,52,45-53,No,Non-Travel,715,"Research & Development",19,4,Medical,4,Male,41,3,1,"Research Scientist",4,Married,4258,1k-5k,26589,0,No,18,3,1,1,5,3,3,4,3,1,2
792,1,26,18-26,No,"Travel Frequently",575,"Research & Development",1,2,"Life Sciences",1,Female,71,1,1,"Laboratory Technician",4,Divorced,4364,1k-5k,5288,3,No,14,3,1,1,5,2,3,2,2,2,0
793,1,29,27-35,No,"Travel Rarely",657,"Research & Development",27,3,Medical,2,Female,66,3,2,"Healthcare Representative",3,Married,4335,1k-5k,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
796,1,26,18-26,Yes,"Travel Rarely",1146,Sales,8,3,"Technical Degree",4,Male,38,2,2,"Sales Executive",1,Single,5326,5k-10k,3064,6,No,17,3,3,0,6,2,2,4,3,1,2
797,1,34,27-35,No,"Travel Rarely",182,"Research & Development",1,4,"Life Sciences",2,Female,72,4,1,"Research Scientist",4,Single,3280,1k-5k,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
799,1,54,54-60,No,"Travel Rarely",376,"Research & Development",19,4,Medical,4,Female,95,3,2,"Manufacturing Director",1,Divorced,5485,5k-10k,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4
800,1,27,27-35,No,"Travel Frequently",829,Sales,8,1,Marketing,3,Male,84,3,2,"Sales Executive",4,Married,4342,1k-5k,24008,0,No,19,3,2,1,5,3,3,4,2,1,1
802,1,37,36-44,No,"Travel Rarely",571,"Research & Development",10,1,"Life Sciences",4,Female,82,3,1,"Research Scientist",1,Divorced,2782,1k-5k,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3
803,1,38,36-44,No,"Travel Frequently",240,"Research & Development",2,4,"Life Sciences",1,Female,75,4,2,"Manufacturing Director",1,Single,5980,5k-10k,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12
804,1,34,27-35,No,"Travel Rarely",121,"Research & Development",2,4,Medical,3,Female,86,2,1,"Research Scientist",1,Single,4381,1k-5k,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
805,1,35,27-35,No,"Travel Rarely",384,Sales,8,4,"Life Sciences",1,Female,72,3,1,"Sales Representative",4,Married,2572,1k-5k,20317,1,No,16,3,2,1,3,1,2,3,2,0,2
806,1,30,27-35,No,"Travel Rarely",921,"Research & Development",1,3,"Life Sciences",4,Male,38,1,1,"Laboratory Technician",3,Married,3833,1k-5k,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
807,1,40,36-44,No,"Travel Frequently",791,"Research & Development",2,2,Medical,3,Female,38,4,2,"Healthcare Representative",2,Married,4244,1k-5k,9931,1,No,24,4,4,1,8,2,3,8,7,3,7
808,1,34,27-35,No,"Travel Rarely",1111,Sales,8,2,"Life Sciences",3,Female,93,3,2,"Sales Executive",1,Married,6500,5k-10k,13305,5,No,17,3,2,1,6,1,3,3,2,1,2
809,1,42,36-44,No,"Travel Frequently",570,"Research & Development",8,3,"Life Sciences",2,Male,66,3,5,Manager,4,Divorced,18430,15k-20k,16225,1,No,13,3,2,1,24,4,2,24,7,14,9
811,1,23,18-26,Yes,"Travel Rarely",1243,"Research & Development",6,3,"Life Sciences",3,Male,63,4,1,"Laboratory Technician",1,Married,1601,1k-5k,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0
812,1,24,18-26,No,Non-Travel,1092,"Research & Development",9,3,"Life Sciences",3,Male,60,2,1,"Laboratory Technician",2,Divorced,2694,1k-5k,26551,1,No,11,3,3,3,1,4,3,1,0,0,0
813,1,52,45-53,No,"Travel Rarely",1325,"Research & Development",11,4,"Life Sciences",4,Female,82,3,2,"Laboratory Technician",3,Married,3149,1k-5k,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
815,1,50,45-53,No,"Travel Rarely",691,"Research & Development",2,3,Medical,3,Male,64,3,4,"Research Director",3,Married,17639,15k-20k,6881,5,No,16,3,4,0,30,3,3,4,3,0,3
816,1,29,27-35,Yes,"Travel Rarely",805,"Research & Development",1,2,"Life Sciences",2,Female,36,2,1,"Laboratory Technician",1,Married,2319,1k-5k,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0
817,1,33,27-35,No,"Travel Rarely",213,"Research & Development",7,3,Medical,3,Male,49,3,3,"Research Director",3,Married,11691,10k-15k,25995,0,No,11,3,4,0,14,3,4,13,9,3,7
819,1,33,27-35,Yes,"Travel Rarely",118,Sales,16,3,Marketing,1,Female,69,3,2,"Sales Executive",1,Single,5324,5k-10k,26507,5,No,15,3,3,0,6,3,3,3,2,0,2
820,1,47,45-53,No,"Travel Rarely",202,"Research & Development",2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,15k-20k,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0
823,1,36,36-44,No,"Travel Rarely",676,"Research & Development",1,3,Other,3,Female,35,3,2,"Manufacturing Director",2,Married,5228,5k-10k,23361,0,No,15,3,1,1,10,2,3,9,7,0,5
824,1,29,27-35,No,"Travel Rarely",1252,"Research & Development",23,2,"Life Sciences",3,Male,81,4,1,"Research Scientist",3,Married,2700,1k-5k,23779,1,No,24,4,3,1,10,3,3,10,7,0,7
825,1,58,54-60,Yes,"Travel Rarely",286,"Research & Development",2,4,"Life Sciences",4,Male,31,3,5,"Research Director",2,Single,19246,15k-20k,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
826,1,35,27-35,No,"Travel Rarely",1258,"Research & Development",1,4,"Life Sciences",4,Female,40,4,1,"Research Scientist",3,Single,2506,1k-5k,13301,3,No,13,3,3,0,7,0,3,2,2,2,2
827,1,42,36-44,No,"Travel Rarely",932,"Research & Development",1,2,"Life Sciences",4,Female,43,2,2,"Manufacturing Director",4,Married,6062,5k-10k,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2
828,1,28,27-35,Yes,"Travel Rarely",890,"Research & Development",2,4,Medical,3,Male,46,3,1,"Research Scientist",3,Single,4382,1k-5k,16374,6,No,17,3,4,0,5,3,2,2,2,2,1
829,1,36,36-44,No,"Travel Rarely",1041,"Human Resources",13,3,"Human Resources",3,Male,36,3,1,"Human Resources",2,Married,2143,1k-5k,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
830,1,32,27-35,No,"Travel Rarely",859,"Research & Development",4,3,"Life Sciences",3,Female,98,2,2,"Manufacturing Director",3,Married,6162,5k-10k,19124,1,No,12,3,3,1,14,3,3,14,13,6,8
832,1,40,36-44,No,"Travel Frequently",720,"Research & Development",16,4,Medical,1,Male,51,2,2,"Laboratory Technician",3,Single,5094,5k-10k,11983,6,No,14,3,4,0,10,6,3,1,0,0,0
833,1,30,27-35,No,"Travel Rarely",946,"Research & Development",2,3,Medical,3,Female,52,2,2,"Manufacturing Director",4,Single,6877,5k-10k,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0
834,1,45,45-53,No,"Travel Rarely",252,"Research & Development",2,3,"Life Sciences",2,Female,95,2,1,"Research Scientist",3,Single,2274,1k-5k,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
836,1,42,36-44,No,"Travel Rarely",933,"Research & Development",29,3,"Life Sciences",2,Male,98,3,2,"Manufacturing Director",2,Married,4434,1k-5k,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
837,1,38,36-44,No,"Travel Frequently",471,"Research & Development",12,3,"Life Sciences",1,Male,45,2,2,"Healthcare Representative",1,Divorced,6288,5k-10k,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
838,1,34,27-35,No,"Travel Frequently",702,"Research & Development",16,4,"Life Sciences",3,Female,100,2,1,"Research Scientist",4,Single,2553,1k-5k,8306,1,No,16,3,3,0,6,3,3,5,2,1,3
840,1,49,45-53,Yes,"Travel Rarely",1184,Sales,11,3,Marketing,3,Female,43,3,3,"Sales Executive",4,Married,7654,5k-10k,5860,1,No,18,3,1,2,9,3,4,9,8,7,7
842,1,55,54-60,Yes,"Travel Rarely",436,Sales,2,1,Medical,3,Male,37,3,2,"Sales Executive",4,Single,5160,5k-10k,21519,4,No,16,3,3,0,12,3,2,9,7,7,3
843,1,43,36-44,No,"Travel Rarely",589,"Research & Development",14,2,"Life Sciences",2,Male,94,3,4,"Research Director",1,Married,17159,15k-20k,5200,6,No,24,4,3,1,22,3,3,4,1,1,0
844,1,27,27-35,No,"Travel Rarely",269,"Research & Development",5,1,"Technical Degree",3,Male,42,2,3,"Research Director",4,Divorced,12808,10k-15k,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8
845,1,35,27-35,No,"Travel Rarely",950,"Research & Development",7,3,Other,3,Male,59,3,3,"Manufacturing Director",3,Single,10221,10k-15k,18869,3,No,21,4,2,0,17,3,4,8,5,1,6
846,1,28,27-35,No,"Travel Rarely",760,Sales,2,4,Marketing,2,Female,81,3,2,"Sales Executive",2,Married,4779,1k-5k,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5
847,1,34,27-35,No,"Travel Rarely",829,"Human Resources",3,2,"Human Resources",3,Male,88,3,1,"Human Resources",4,Married,3737,1k-5k,2243,0,No,19,3,3,1,4,1,1,3,2,0,2
848,1,26,18-26,Yes,"Travel Frequently",887,"Research & Development",5,2,Medical,3,Female,88,2,1,"Research Scientist",3,Married,2366,1k-5k,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7
850,1,27,27-35,No,Non-Travel,443,"Research & Development",3,3,Medical,4,Male,50,3,1,"Research Scientist",4,Married,1706,1k-5k,16571,1,No,11,3,3,3,0,6,2,0,0,0,0
851,1,51,45-53,No,"Travel Rarely",1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,15k-20k,5594,2,No,14,3,3,1,29,2,2,20,6,4,17
852,1,44,36-44,No,"Travel Rarely",625,"Research & Development",4,3,Medical,4,Male,50,3,2,"Healthcare Representative",2,Single,5933,5k-10k,5197,9,No,12,3,4,0,10,2,2,5,2,2,3
854,1,25,18-26,No,"Travel Rarely",180,"Research & Development",2,1,Medical,1,Male,65,4,1,"Research Scientist",1,Single,3424,1k-5k,21632,7,No,13,3,3,0,6,3,2,4,3,0,1
855,1,33,27-35,No,"Travel Rarely",586,Sales,1,3,Medical,1,Male,48,4,2,"Sales Executive",1,Divorced,4037,1k-5k,21816,1,No,22,4,1,1,9,5,3,9,8,0,8
856,1,35,27-35,No,"Travel Rarely",1343,"Research & Development",27,1,Medical,3,Female,53,2,1,"Research Scientist",1,Single,2559,1k-5k,17852,1,No,11,3,4,0,6,3,2,6,5,1,1
857,1,36,36-44,No,"Travel Rarely",928,Sales,1,2,"Life Sciences",2,Male,56,3,2,"Sales Executive",4,Married,6201,5k-10k,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11
859,1,32,27-35,No,"Travel Rarely",117,Sales,13,4,"Life Sciences",2,Male,73,3,2,"Sales Executive",4,Divorced,4403,1k-5k,9250,2,No,11,3,3,1,8,3,2,5,2,0,3
861,1,30,27-35,No,"Travel Frequently",1012,"Research & Development",5,4,"Life Sciences",2,Male,75,2,1,"Research Scientist",4,Divorced,3761,1k-5k,2373,9,No,12,3,2,1,10,3,2,5,4,0,3
862,1,53,45-53,No,"Travel Rarely",661,Sales,7,2,Marketing,1,Female,78,2,3,"Sales Executive",4,Married,10934,10k-15k,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4
864,1,45,45-53,No,"Travel Rarely",930,Sales,9,3,Marketing,4,Male,74,3,3,"Sales Executive",1,Divorced,10761,10k-15k,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2
865,1,32,27-35,No,"Travel Rarely",638,"Research & Development",8,2,Medical,3,Female,91,4,2,"Research Scientist",3,Married,5175,5k-10k,22162,5,No,12,3,3,1,9,3,2,5,3,1,3
867,1,52,45-53,No,"Travel Frequently",890,"Research & Development",25,4,Medical,3,Female,81,2,4,"Manufacturing Director",4,Married,13826,10k-15k,19028,3,No,22,4,3,0,31,3,3,9,8,0,0
868,1,37,36-44,No,"Travel Rarely",342,Sales,16,4,Marketing,4,Male,66,2,2,"Sales Executive",3,Divorced,6334,5k-10k,24558,4,No,19,3,4,2,9,2,3,1,0,0,0
869,1,28,27-35,No,"Travel Rarely",1169,"Human Resources",8,2,Medical,2,Male,63,2,1,"Human Resources",4,Divorced,4936,1k-5k,23965,1,No,13,3,4,1,6,6,3,5,1,0,4
872,1,22,18-26,No,"Travel Rarely",1230,"Research & Development",1,2,"Life Sciences",4,Male,33,2,2,"Manufacturing Director",4,Married,4775,1k-5k,19146,6,No,22,4,1,2,4,2,1,2,2,2,2
874,1,44,36-44,No,"Travel Rarely",986,"Research & Development",8,4,"Life Sciences",1,Male,62,4,1,"Laboratory Technician",4,Married,2818,1k-5k,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2
875,1,42,36-44,No,"Travel Frequently",1271,"Research & Development",2,1,Medical,2,Male,35,3,1,"Research Scientist",4,Single,2515,1k-5k,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2
878,1,36,36-44,No,"Travel Rarely",1278,"Human Resources",8,3,"Life Sciences",1,Male,77,2,1,"Human Resources",1,Married,2342,1k-5k,8635,0,No,21,4,3,0,6,3,3,5,4,0,3
879,1,25,18-26,No,"Travel Rarely",141,Sales,3,1,Other,3,Male,98,3,2,"Sales Executive",1,Married,4194,1k-5k,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3
880,1,35,27-35,No,"Travel Rarely",607,"Research & Development",9,3,"Life Sciences",4,Female,66,2,3,"Manufacturing Director",3,Married,10685,10k-15k,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15
881,1,35,27-35,Yes,"Travel Frequently",130,"Research & Development",25,4,"Life Sciences",4,Female,96,3,1,"Research Scientist",2,Divorced,2022,1k-5k,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8
882,1,32,27-35,No,Non-Travel,300,"Research & Development",1,3,"Life Sciences",4,Male,61,3,1,"Laboratory Technician",4,Divorced,2314,1k-5k,9148,0,No,12,3,2,1,4,2,3,3,0,0,2
885,1,25,18-26,No,"Travel Rarely",583,Sales,4,1,Marketing,3,Male,87,2,2,"Sales Executive",1,Married,4256,1k-5k,18154,1,No,12,3,1,0,5,1,4,5,2,0,3
887,1,49,45-53,No,"Travel Rarely",1418,"Research & Development",1,3,"Technical Degree",3,Female,36,3,1,"Research Scientist",1,Married,3580,1k-5k,10554,2,No,16,3,2,1,7,2,3,4,2,0,2
888,1,24,18-26,No,Non-Travel,1269,"Research & Development",4,1,"Life Sciences",1,Male,46,2,1,"Laboratory Technician",4,Married,3162,1k-5k,10778,0,No,17,3,4,0,6,2,2,5,2,3,4
889,1,32,27-35,No,"Travel Frequently",379,Sales,5,2,"Life Sciences",2,Male,48,3,2,"Sales Executive",2,Married,6524,5k-10k,8891,1,No,14,3,4,1,10,3,3,10,8,5,3
893,1,38,36-44,No,"Travel Rarely",395,Sales,9,3,Marketing,2,Male,98,2,1,"Sales Representative",2,Married,2899,1k-5k,12102,0,No,19,3,4,1,3,3,3,2,2,1,2
894,1,42,36-44,No,"Travel Rarely",1265,"Research & Development",3,3,"Life Sciences",3,Female,95,4,2,"Laboratory Technician",4,Married,5231,5k-10k,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3
895,1,31,27-35,No,"Travel Rarely",1222,"Research & Development",11,4,"Life Sciences",4,Male,48,3,1,"Research Scientist",4,Married,2356,1k-5k,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2
896,1,29,27-35,Yes,"Travel Rarely",341,Sales,1,3,Medical,2,Female,48,2,1,"Sales Representative",3,Divorced,2800,1k-5k,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2
897,1,53,45-53,No,"Travel Rarely",868,Sales,8,3,Marketing,1,Male,73,3,4,"Sales Executive",4,Married,11836,10k-15k,22789,5,No,14,3,3,1,28,3,3,2,0,2,2
899,1,35,27-35,No,"Travel Rarely",672,"Research & Development",25,3,"Technical Degree",4,Male,78,2,3,"Manufacturing Director",2,Married,10903,10k-15k,9129,3,No,16,3,1,0,16,2,3,13,10,4,8
900,1,37,36-44,No,"Travel Frequently",1231,Sales,21,2,Medical,3,Female,54,3,1,"Sales Representative",4,Married,2973,1k-5k,21222,5,No,15,3,2,1,10,3,3,5,4,0,0
901,1,53,45-53,No,"Travel Rarely",102,"Research & Development",23,4,"Life Sciences",4,Female,72,3,4,"Research Director",4,Single,14275,10k-15k,20206,6,No,18,3,3,0,33,0,3,12,9,3,8
902,1,43,36-44,No,"Travel Frequently",422,"Research & Development",1,3,"Life Sciences",4,Female,33,3,2,"Healthcare Representative",4,Married,5562,5k-10k,21782,4,No,13,3,2,1,12,2,2,5,2,2,2
903,1,47,45-53,No,"Travel Rarely",249,Sales,2,2,Marketing,3,Female,35,3,2,"Sales Executive",4,Married,4537,1k-5k,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7
904,1,37,36-44,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,"Sales Executive",2,Single,7642,5k-10k,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9
905,1,50,45-53,No,Non-Travel,881,"Research & Development",2,4,"Life Sciences",1,Male,98,3,4,Manager,1,Divorced,17924,15k-20k,4544,1,No,11,3,4,1,31,3,3,31,6,14,7
909,1,39,36-44,No,"Travel Rarely",1383,"Human Resources",2,3,"Life Sciences",4,Female,42,2,2,"Human Resources",4,Married,5204,5k-10k,7790,8,No,11,3,3,2,13,2,3,5,4,0,4
910,1,33,27-35,No,"Travel Rarely",1075,"Human Resources",3,2,"Human Resources",4,Male,57,3,1,"Human Resources",2,Divorced,2277,1k-5k,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3
